"","AATK_AS1","ACSL1","ACYP1","ADA","ADAM3A","ADM2","AFP","AKR1E2","ALB","AMBP","AMOTL2","ANKRD1","ANKRD18A","APOA2","APOE","APOL3","AREG","ARL2","ARRDC3","AS3MT","ATF3","ATG10","ATP5E","ATP5G3","ATP5L","BGLAP","BHLHE40","BHLHE41","BMP2","BPIFB1","BRD7P3","C11orf67","C11orf84","C13orf30","C16orf54","C17orf28","C18orf26","C18orf63","C19orf38","C19orf44","C19orf79","C1orf190","C1QTNF8","C22orf33","C2orf78","C3orf19","C3orf45","C3orf77","C4BPB","C6orf127","C6orf228","C7orf52","C9","C9orf57","CACNB1","CACNG5","CBR3","CCDC105","CCDC169","CCDC28B","CCL13","CCL22","CDH15","CDH26","CHAC1","CHST12","CLEC9A","CLNK","CNFN","COX6A1","CPNE6","CPNE9","CREB5","CRISP3","CRYGS","CTH","CTSS","CXCL1","CXCL2","CXCL3","CXCR2P1","CXorf28","CYP2W1","CYR61","DBI","DCDC2C","DDIT3","DDIT4","DDO","DEFB1","DEFB116","DGCR5","DISC2","DKFZp686F0839","DNAJB5","DNAJB9","DOK5","DPY19L2P2","DUSP1","EBP","RPS24","RPS25","RPS27","RPS28","RPS3A","RPS4X","RPS5","RPS6","RPS7","RPS8","RWDD2A","S100A4","S100G","SAA4","SAMD9","SCARNA17","SCARNA9","SERF1A","SESN2","SGCG","SIGLEC10","SLC25A25","SLC25A3","SLC25A31","SLC26A10","SLC5A7","SLC7A11","SLCO5A1","SLFN11","SLITRK3","SNAR_A3","SNHG9","SNRNP25","SOCS2","SOD1","SPACA7","SPON1","SST","STAC2","STK32B","STOX2","STRA8","SUOX","SYCP1","SYCP3","SYNPO","SYT13","TAGLN","TAS2R45","TEX14","TGM4","THSD7B","TIMD4","TIMP1","TMEM132D","TNF","TNFAIP3","TREML2P1","TREML4","TRIB1","TSC22D1","TSPAN2","TTR","TTTY18","TUBA1B","TUBA1C","TUBB1","TXNDC3","TXNIP","UBA52","UBB","UBC","UBE2DNL","UCHL1","UCMA","UNC79","UQCRBP1","VSTM2B","WBSCR17","XRCC6","ZBTB43","ZBTB8A","ZC3H12A","ZFR2","ZMYND19","ZNF165","ZNF167","ZNF19","ZNF238","ZNF295","ZNF417","ZNF543","ZNF555","ZNF610","ZNF627","ZNF671","ZNF841","ZNF865","ZNRF2","ZSCAN23"
"LiverTumorSamples.GSM2359851_CoV1","    8.82500"," 2990.83525","   74.38500","  125.72250","   23.88625","  394.68000","61598.54500","    9.08500","62170.08000","30675.19000"," 8844.48250"," 1738.90750","    4.70750","16863.66000","52689.98500","    7.71625"," 1742.95750","  221.47250","  555.23750","26851.47750"," 3608.28250","   31.77000","14079.95375","34841.39000","26733.50500","   28.73250"," 1912.69750","  166.99125"," 4536.32500","   12.06000","    3.93000","  291.79875","   47.90500","   15.03000","   18.73125"," 1515.49000","    8.68250","   17.34250","    5.85750","  342.44000"," 1097.27250","   12.42750","   13.28000","    8.38250","   19.46750"," 3820.69625","    7.63000","    4.06500","  228.80750","   23.05375","  434.23500","   10.30000","   12.23750","   64.15750","    4.32250","   10.07500","    6.70750","   12.74750","   18.44500","   44.08500","    7.30250","    7.09750","  579.57250","   22.76000"," 3157.29125","  378.66250","   23.60250","    9.41750","   67.10500","29259.58500","   15.23250","   17.45375","  320.38750","   10.36250","   20.71500"," 1608.46000","    2.47000","  461.78750","  809.19562","   92.03500","    8.75500","    4.58250","45050.38500"," 8496.87250","25395.23250","    7.76000","  935.68500"," 8938.36350","   18.63500","  101.03125","   10.48750","   26.68937","   19.23500","   15.24125","  877.33750","10061.16750","    6.91000","    8.31500"," 8491.40875","38504.25750","13394.38750","24213.73250","28007.52583","43603.62625","31907.41750","19289.02250","46700.74750","22115.17375","29033.85375","55605.57000","  718.75250","   87.90000","   10.21500","   54.52675","    6.03750","   39.25500","   43.20000","  197.07250","  671.59750","    9.29125","    4.25750"," 4277.18250","31274.64250","   12.01750","    6.48250","    8.53750"," 1851.65500","    6.61250","  219.00500","   21.27000","24615.57750","  442.32750","  458.70000"," 1041.40750","22683.04250","    6.39750","   13.24875","    6.12500","   13.91750","   13.94000","  964.44500","   19.57000"," 2356.79750","   18.08875","   15.52500","  727.50750","   10.84250","   46.04313","   13.11000","   15.19500","   15.25750","    5.89250","  200.47000","   45.59750","   82.53750","   11.87500","  845.27500","   13.87000","    4.55250","37704.21750"," 7613.05000","   10.98250","22413.27500","   20.88750","51759.99000","27171.49500","   18.58750","   12.96750","  714.89250","22132.33500","48239.07000","45591.27583","   24.35375","41024.72250","   22.59750","    1.92875","  128.27500","   18.57750","    8.92250","45599.57500"," 3009.68500","  659.30750"," 1711.52500","   14.10000","   88.30250"," 3627.62750","  335.33000","  232.01750","   11.58250","  331.67083","  233.71750","  256.94250","  546.41062","   17.84375","  474.69250","  180.05625","  223.54500","20883.25875","   18.11313","   11.26500"
"LiverTumorSamples.GSM2359853_CoV2","   11.01500","  638.21388","  167.01375","  217.95750","   15.03500","  314.31187","49908.47500","   10.41500","63118.01000","39352.02750"," 4380.48750","  244.45750","    2.76625","53641.79500","61598.54500","    2.81000","  198.68000","  274.16750","  344.49125","24257.16687","  974.76937","   46.77625","16346.59875","35942.36500","27280.26000","   27.92250","  735.48500","   69.76625"," 1728.24000","   12.23500","   18.48250","  444.42750","   75.33500","   10.66500","    9.41000","  499.53500","    7.47000","    7.85750","   24.96625","  166.87500"," 2465.19250","   15.13000","   12.82250","   14.41000","   15.41250"," 2027.12750","   12.99750","   16.31250","   20.00250","   10.65125","  371.26250","   19.94750","   11.90000","   48.14125","    1.72250","   10.88250","    8.12250","   12.96750","   15.62500","   73.76000","   10.59250","   24.74250","  263.44250","   27.33000"," 1436.97937","  597.82250","   23.34750","    6.76000","  118.54250","29712.35750","    4.65500","   22.94000","   99.14250","    8.64000","   17.97375"," 1321.65000","   16.96000","  275.19500","  172.97875","   46.46250","   15.02250","    3.64250","40024.50000"," 2623.56000","30448.76500","    7.39750","  785.00250"," 4887.02900","   19.80750","   17.54625","   14.89750","   25.01375","   10.94000","   11.69250","  750.82875"," 5995.10000","    5.94750","    9.83875"," 2219.85650","43639.59500","15643.82000","30180.40250","28764.28667","46865.30125","27473.95250","18120.02375","55605.57000","22810.69875","30993.43375","54144.90500","  395.81250","  153.07500","    6.30250","  163.27400","    4.43000","   78.75500","   67.07750","  321.55000","  460.25500","   12.97750","   10.28500"," 1905.75000","29461.61000","    6.55500","   11.37000","    4.94250"," 1422.78250","    4.33500","   53.99625","   14.37750","41666.97750"," 1214.22000","  761.26500","  113.54250","29155.27500","   10.09750","   12.08750","    5.34500","    9.44000","   12.18750"," 1001.50750","   15.70750","  112.82000","   12.63000","   14.23750","  244.43417","   14.03500","   20.75875","    3.52500","   19.94750","   13.18500","    9.23250","  116.48625","   14.73500","   44.18000","   15.31250","  200.49250","   13.31000","    0.65000","16280.02500"," 4552.63750","   11.56875","19041.50750","   14.43250","46262.79500","21268.83875","   25.46750","   14.26875","  562.41750","27596.43250","47613.63500","41127.19083","   25.33500","37704.21750","    9.44375","    5.18500","  214.63875","   10.24500","   18.41250","39553.11000"," 1447.89625","  466.66000","  519.47250","    6.03250","  145.52750"," 2205.34500","  176.45250","  101.49750","   16.55000","  229.02000","  158.59625","  344.71750","  371.78375","   15.62500","  315.06500","   90.36000","  109.26000","21354.20542","   31.83000","    6.87000"
"LiverTumorSamples.GSM2359910_CoV3"," 3.739040"," 8.762999"," 7.024699"," 6.970559"," 4.093841"," 7.407175","14.832388"," 4.186440","15.933496","14.857240","12.313278"," 9.218795"," 3.474611","15.065877","15.768691"," 3.248253"," 8.054732"," 6.869899"," 8.305745","10.617470"," 8.337322"," 4.758914"," 9.743999","14.906973","14.451526"," 5.253901"," 9.525351"," 7.626874","10.950329"," 3.575821"," 4.858583"," 8.231731"," 5.052849"," 3.966069"," 3.972521"," 9.302237"," 5.058750"," 2.435691"," 4.217860"," 7.244399","10.370881"," 3.435989"," 3.171533"," 2.694542"," 4.144184","11.011262"," 4.586784"," 3.167125"," 4.189750"," 3.800021"," 7.349723"," 2.085275"," 2.089724"," 5.174503"," 3.381588"," 3.757469"," 4.282927"," 3.364515"," 3.099840"," 5.831007"," 3.343435"," 3.831505"," 8.039087"," 4.507654"," 8.389849"," 7.676849"," 2.644638"," 1.348745"," 6.437357","14.562137"," 4.615285"," 2.475319"," 7.506622"," 2.429328"," 5.337570","10.316941"," 3.257340","10.955503","10.048494"," 7.443833"," 3.803839"," 3.650151","15.907394","11.853953","14.015904"," 3.551266"," 8.455449","12.031214"," 3.183521"," 4.418895"," 1.496004"," 4.140494"," 3.081810"," 3.695245"," 7.946434","12.113742"," 3.646693"," 4.163746","11.494585","14.926320"," 9.331806","14.509324","11.919183","15.243015","14.471581"," 9.984389","15.554665","10.276651","14.786215","15.749369"," 8.316322"," 6.115183"," 2.829862"," 5.908988"," 3.651999"," 6.776721"," 7.345854"," 7.679465"," 8.435607"," 3.999206"," 3.521833","11.351348","14.407619"," 3.403599"," 4.066345"," 3.278543","11.129307"," 3.336566"," 6.938070"," 3.206289","13.615156"," 9.323308"," 8.446742"," 6.825063","13.971852"," 2.678515"," 2.929854"," 2.164153"," 4.340875"," 1.745931"," 9.582276"," 3.681388"," 5.251495"," 3.593000"," 3.665436"," 7.849798"," 2.865667"," 4.417424"," 3.405292"," 3.835165"," 4.208131"," 3.712438"," 6.682664"," 4.876268"," 5.690918"," 5.891447"," 9.634497"," 3.041847"," 2.934860","14.227919","11.728697"," 3.574536","13.395298"," 3.561056","15.294024","13.583022"," 3.117179"," 2.851573"," 8.227208","14.094417","15.151781","15.072319"," 3.497758","15.303678"," 3.375722"," 2.389505"," 6.850764"," 2.606593"," 4.203934","14.976765"," 9.817307"," 9.253577"," 9.970337"," 3.841419"," 6.145702","10.610102"," 6.943633"," 6.154715"," 2.427341"," 6.651016"," 7.433112"," 7.356241"," 7.735969"," 4.268868"," 7.395405"," 5.654521"," 6.682636"," 8.913015"," 4.215882"," 1.212086"
"LiverTumorSamples.GSM2359913_CoV4"," 3.521987"," 8.933075"," 6.084703"," 6.098194"," 4.011154"," 7.523607","14.777714"," 2.301431","15.898969","14.753710","12.871315","10.416448"," 4.113473","14.712802","15.777325"," 2.805621"," 9.040947"," 6.061290"," 8.774908","10.757051"," 9.441972"," 4.927135"," 9.405236","14.693707","14.046347"," 3.382262","10.060614"," 7.749278","11.970129"," 2.499861"," 4.040528"," 7.132146"," 4.802982"," 3.731758"," 3.009729","10.224245"," 2.876775"," 3.093726"," 3.181622"," 7.495348"," 8.585039"," 4.258260"," 2.638277"," 3.549248"," 3.958904","11.714045"," 3.523743"," 4.065417"," 4.710249"," 2.859690"," 7.680773"," 2.688527"," 2.968030"," 5.267453"," 4.213101"," 2.740966"," 3.862729"," 3.889822"," 3.319318"," 4.955842"," 2.966513"," 3.205664"," 8.195040"," 4.123546"," 8.900600"," 6.790400"," 2.740966"," 2.478624"," 5.570420","14.213928"," 3.348850"," 3.509365"," 8.612162"," 3.539189"," 4.978171","11.535911"," 3.373436","11.063874","11.389915"," 8.708389"," 2.872785"," 3.768910","15.920811","12.631740","13.339991"," 3.741353"," 8.998262","13.396667"," 4.272784"," 4.265580"," 4.114612"," 3.846218"," 3.388324"," 3.063403"," 9.198049","13.085254"," 2.362472"," 3.402400","12.898250","14.897082"," 8.914576","14.051999","12.027763","14.947664","14.372875"," 9.225059","15.454378","10.204017","14.641416","15.701402"," 9.018004"," 4.931077"," 3.161064"," 5.119356"," 3.485813"," 6.445357"," 6.811824"," 6.301958"," 9.404164"," 3.162909"," 1.821363","12.435707","14.610447"," 3.948495"," 4.937999"," 3.208008","12.373389"," 2.187130"," 6.464489"," 3.105740","13.846727"," 8.308028"," 6.610449"," 7.548594","13.446137"," 3.591943"," 4.001233"," 3.459514"," 4.255198"," 2.253963","10.515093"," 2.061079"," 5.151458"," 4.304187"," 4.006943"," 8.576015"," 2.752230"," 2.907808"," 4.285618"," 3.484599"," 2.478624"," 3.386079"," 7.575085"," 4.886361"," 5.403230"," 7.030915","10.717621"," 4.016411"," 2.911385","15.131728","12.134962"," 4.277214","13.095230"," 4.199036","15.166173","13.343187"," 3.588198"," 3.630468"," 9.493637","13.552144","14.992139","15.446005"," 3.054019","15.312936"," 3.761866"," 2.900766"," 6.280033"," 2.693354"," 4.699146","14.857240","11.011672"," 9.318784","11.014738"," 3.963183"," 5.363876","12.190339"," 7.601791"," 6.626316"," 3.123885"," 7.276586"," 8.045958"," 7.900539"," 8.323248"," 3.042519"," 7.448209"," 5.389102"," 7.688167"," 8.227299"," 4.474496"," 3.453691"
"LiverTumorSamples.GSM2359850_ctrl1","    8.79250","  158.86275","  355.35500","  374.96500","   10.15500","   60.00500","58155.15000","   15.54500","51956.99000","35327.43250"," 1227.52750","   68.12000","   23.08500","25894.82250","44304.51750","   18.43250","  115.62500","  602.23250","   84.89750","21179.36687","  108.52250","   50.13875","20622.07250","45599.57500","33397.80500","   74.81375","  224.47125","   14.27500","  611.36500","    4.05125","   28.45750"," 1003.33250","   59.07750","    4.55500","    7.14750","  145.10000","    7.85500","    7.51000","    8.97250","   78.36250"," 4646.81250","   29.16500","   11.67875","    9.44250","   16.05000","  777.52500","    7.96750","    3.54500","  621.55000","    8.36875","   87.21000","    5.37500","   15.86000","   13.56000","   11.25500","    2.54000","   26.20750","    7.53500","    4.86250","  134.36250","    8.93750","    5.08375","   41.54250","   18.87438","  135.12000","  955.66250","    2.71750","    9.53250","  198.08250","34723.47500","    6.92250","    7.70500","   22.27750","   10.58500","   21.04500","  256.94250","    2.92250","   50.65250","   56.19812","   26.55250","    7.81250","   19.10750","35436.70500","  589.54250","39760.81250","    7.23750","   76.76250","  537.55475","   22.23250","  548.47750","    0.45000","   27.13812","    8.58750","    1.69625","  127.03312","  911.71500","    4.98750","    7.04250","  228.18775","37958.10750","16783.21062","32863.55250","30779.85292","46556.81000","32335.85050","21651.22500","50638.77000","23084.32000","30436.99125","54605.55750","  122.62000","  347.68375","    6.07250","  215.51200","   23.29625","   93.85000","   74.59000","  821.31250","  111.84000","    5.23750","    1.80500","  610.45750","28885.60500","   19.19000","   22.80500","   24.73000","  246.42500","    5.65375","   43.30500","    6.40000","28186.13500"," 2081.49750"," 1562.97250","  181.59875","27131.15750","    9.88500","    8.90250","   19.17500","    5.46500","   12.25250","  261.02000","    6.16000","  103.56250","    8.56250","    3.60750","  171.02167","   10.14250","  103.50500","    7.20750","    3.63750","    4.37500","    3.28000","   44.04250","  121.60500","   16.51000","   15.35750","   82.03375","    5.46500","    5.20750"," 5255.25250"," 1759.66750","    6.57250","30746.56750","   10.85750","52360.49250","27429.09375","    9.09500","    9.86000","   80.62250","29836.95000","51195.94750","30848.59750","   11.28000","45883.44000","   11.61750","   18.30500","  470.23250","   13.64250","   18.02250","38975.37750","  365.28875","  117.10250","  190.30500","    6.23250","  239.96000","  201.06750","   69.99875","   39.08750","    6.73000","   63.20875","   43.33500","   47.62750","  101.46313","   10.44500","  110.96250","   38.44687","   28.73000","18989.68167","   16.06938","    5.11875"
"LiverTumorSamples.GSM2359852_ctrl2","    1.697500","  398.022000","  358.307500","  452.727500","    2.276250","  116.843125","41930.827500","    8.047500","64339.797500","53641.795000"," 1563.242500","  102.751250","   12.887500","55605.570000","60353.890000","   15.765000","   25.449375","  841.137500","   93.981250","21092.581250","   97.051250","  149.214375","19379.952500","38975.377500","29155.275000","   65.192500","  223.905000","   28.412500","  757.537500","    6.380000","   38.996250"," 1058.240000","  242.290000","   10.272500","    5.237500","  105.615000","    6.580000","    5.817500","    8.316250","   40.642500"," 4233.307500","   52.428750","    4.602500","    4.457500","  220.085000","  629.547500","    5.665000","    7.632500","   33.398750","    5.726875","  114.326250","    9.325000","   76.200000","   11.110000","   40.277500","    6.895000","   20.437500","    3.327500","    5.420000","  204.358750","    5.927500","    6.475000","   32.487500","  177.005000","  236.130000"," 1373.752500","    9.951250","    8.597500","  259.387500","30675.190000","    5.845000","    2.647500","   16.752500","    3.780000","  173.088750","  354.862500","    7.760000","   41.120625","   25.618750","   16.057500","    2.835000","   14.110000","39352.027500"," 1112.307500","35250.262500","   10.052500","  182.008750","  300.989750","   76.821250","   16.200000","    8.597500","  111.957500","    1.841250","   10.570000","  283.485000"," 1497.500000","    7.247500","    3.896250","  216.085500","43428.472500","17906.198750","32542.782500","28853.890000","46736.707500","25715.431500","21146.700000","57477.117500","21572.785625","30027.856250","53291.125000","   92.058750","  245.162500","    7.015000","  378.699250","   10.800000","  303.895000","  220.655000","  670.120000","   97.035000","    5.872500","   11.697500","  404.047500","26975.297500","   10.750000","   52.142500","   14.152500","  385.502500","    7.760000","   24.117500","    4.862500","39684.472500"," 2107.490000"," 1511.505000","   30.486250","28214.427500","    6.125000","    7.320000","   20.447500","    5.440000","    2.647500","  235.101250","    3.607500","   63.745000","    2.097500","    6.940000","   80.082917","    1.482500","   63.833750","    6.000000","    8.472500","    1.770000","    7.685000","   32.005625","   34.797500","   10.437500","    8.097500","   42.901250","    8.000000","    6.192500"," 3991.880000"," 1327.370000","    3.342500","22572.465000","    4.322500","41547.695000","23612.981250","    6.927500","    4.042500","   42.345000","32179.580000","49364.442500","35682.026667","    3.930000","33004.442500","    3.237500","   15.580000","  366.207500","    4.977500","   79.512500","36478.002500","  305.662500","  125.710000","  203.952500","    7.915000","  331.765000","  189.332500","   53.741875","   42.155000","    5.447500","   79.104583","   54.947500","  109.435000","  100.766250","  256.085000","   96.000000","   23.793125","   27.536250","20909.803750","  140.645000","    6.902500"
"LiverTumorSamples.GSM2359911_ctrl3"," 3.917120"," 7.752138"," 8.040592"," 8.204165"," 3.014636"," 5.736434","15.216238"," 3.628859","15.911631","15.035676"," 9.865062"," 5.412813"," 4.161033","15.412543","15.813750"," 2.772456"," 5.089522"," 7.910860"," 6.730244","10.563800"," 5.373051"," 5.127709","10.141911","15.018289","14.733497"," 5.260446"," 7.070728"," 5.171263"," 9.225090"," 2.999596"," 4.935493"," 9.488422"," 5.940774"," 3.490088"," 3.060809"," 5.875311"," 3.805372"," 2.888727"," 3.215996"," 6.034863","11.831580"," 3.715475"," 3.815897"," 3.052310"," 4.529596"," 9.145604"," 3.547710"," 3.919997"," 3.599099"," 3.942726"," 5.557185"," 2.794063"," 2.023380"," 2.796019"," 2.582264"," 3.527029"," 3.062953"," 2.733809"," 3.695378"," 5.804081"," 3.540583"," 2.880072"," 4.417719"," 4.176648"," 5.280608"," 9.447858"," 3.222019"," 3.577032"," 7.476203","14.906973"," 3.517273"," 2.866150"," 3.905718"," 4.863709"," 5.152800"," 8.164591"," 3.126368"," 5.528093"," 5.065306"," 3.703307"," 3.724672"," 3.808202","15.828159"," 9.577242","14.680556"," 1.591088"," 5.983048"," 7.444029"," 4.196471"," 5.593863"," 3.222019"," 3.326068"," 3.315314"," 2.458920"," 6.551458"," 9.713031"," 3.417356"," 2.975633"," 7.184185","15.137849"," 9.276055","14.853671","12.331935","15.289916","14.215156"," 9.851367","15.686488","10.554787","14.755207","15.805232"," 5.474162"," 7.495348"," 3.288222"," 7.000095"," 1.880727"," 7.182571"," 8.158960"," 8.793105"," 5.935562"," 3.385559"," 3.599099"," 8.974058","14.181094"," 3.593143"," 4.315546"," 3.691470"," 8.667124"," 3.164296"," 4.975202"," 3.968947","14.197993","11.020080"," 9.308333"," 4.440401","14.160480"," 2.307545"," 3.430288"," 3.241780"," 3.270733"," 2.634022"," 8.179538"," 3.415050"," 5.191446"," 4.579124"," 3.342479"," 6.147993"," 3.088424"," 4.278421"," 5.058023"," 4.421810"," 3.384198"," 3.891401"," 4.820871"," 4.509563"," 3.286178"," 3.688535"," 5.006402"," 2.692237"," 3.264515","12.116622"," 9.969907"," 3.606382","13.916737"," 2.763197","15.173157","13.394366"," 3.729451"," 1.866926"," 4.762686","14.334600","14.767892","14.535679"," 4.229993","15.247829"," 2.839776"," 1.222078"," 7.984274"," 2.823403"," 3.070285","14.812130"," 7.489094"," 6.889532"," 7.163016"," 3.773798"," 6.826438"," 6.646627"," 6.009488"," 4.956333"," 3.413800"," 5.136627"," 6.189871"," 5.630707"," 6.595144"," 4.096376"," 5.594866"," 4.477589"," 4.869261"," 9.530747"," 4.464269"," 4.375439"
"LiverTumorSamples.GSM2359914_ctrl4"," 4.078001"," 7.366830"," 8.143330"," 7.852894"," 2.960501"," 6.269978","15.336382"," 3.725901","15.943982","14.897082"," 9.602607"," 3.523395"," 3.003467","15.614861","15.768691"," 3.419520"," 3.674092"," 8.227071"," 5.976029","10.827047"," 5.513552"," 4.690532"," 9.908020","15.012998","14.680556"," 5.137600"," 7.281603"," 4.591169"," 9.131297"," 3.258759"," 5.143592"," 9.664274"," 4.893192"," 3.403049"," 4.289220"," 6.221867"," 3.617143"," 3.426101"," 3.429598"," 5.633836","11.879997"," 2.649669"," 3.619497"," 3.925751"," 3.803572"," 9.001058"," 2.828409"," 3.412443"," 4.016529"," 3.051049"," 4.722979"," 3.165392"," 2.954951"," 3.510021"," 4.204417"," 3.100285"," 3.433288"," 2.866150"," 3.341911"," 6.018812"," 3.426101"," 3.350269"," 4.492494"," 4.816286"," 5.264258"," 9.160591"," 3.436660"," 2.563642"," 7.679960","14.719929"," 2.678515"," 2.408932"," 3.874477"," 3.915453"," 5.568337"," 8.603586"," 3.196251"," 5.260040"," 4.828657"," 3.379873"," 2.631836"," 3.418358","15.828159"," 8.578957","14.684700"," 3.631333"," 5.561455"," 7.854420"," 2.702733"," 4.696935"," 3.186926"," 3.616735"," 4.141427"," 2.929990"," 7.107506"," 9.790217"," 2.462713"," 2.962587"," 7.113854","14.830672"," 9.024705","14.959218","12.388173","15.352300","14.295406"," 9.251745","15.558206","10.517179","14.686489","15.911631"," 5.556347"," 7.422617"," 3.805105"," 6.521105"," 4.688947"," 8.210903"," 9.031491"," 8.905586"," 5.720968"," 1.592286"," 3.191910"," 9.080044","14.423394"," 3.822669"," 5.154231"," 3.645244"," 8.479314"," 4.577463"," 4.590159"," 3.911618","14.538589","11.081230"," 9.496230"," 4.678029","14.145177"," 3.528432"," 3.928895"," 2.607225"," 3.583239"," 2.076109"," 8.081448"," 3.612585"," 5.312392"," 4.126323"," 4.008356"," 6.172714"," 2.875782"," 4.106380"," 4.262072"," 2.696649"," 2.990122"," 2.882157"," 4.522926"," 5.014393"," 2.934589"," 2.986958"," 4.881839"," 3.269389"," 3.819095","11.948970","10.202202"," 2.535246","14.086781"," 3.511745","15.022270","13.290790"," 4.634221"," 4.108462"," 5.961847","14.273625","14.869367","14.487360"," 4.086089","15.131728"," 3.640777"," 3.242180"," 6.594859"," 5.146520"," 2.893905","14.660709"," 7.651784"," 6.845593"," 6.603352"," 2.644918"," 6.987583"," 6.701346"," 5.682796"," 5.353874"," 2.418508"," 5.927901"," 6.254221"," 5.143336"," 6.443031"," 5.093996"," 5.275173"," 4.440349"," 5.083840"," 9.005906"," 3.938477"," 3.566850"
"LiverTumorSamples.GSM2359912_Il1"," 2.731191"," 8.137613"," 8.029211"," 8.077152"," 3.584730"," 5.743370","15.048467"," 3.643509","15.961500","14.876129","10.512510"," 5.198752"," 4.199822","15.470539","15.805232"," 2.190789"," 4.953547"," 8.433695"," 5.963370","10.780720"," 6.500059"," 4.953917","10.075917","15.026530","14.644400"," 4.957138"," 6.868117"," 4.481378","10.081160"," 4.876699"," 5.315173"," 9.441980"," 5.984624"," 4.318839"," 3.970680"," 6.399389"," 4.107309"," 3.752897"," 4.161229"," 5.546703","11.714253"," 3.021949"," 3.694552"," 4.252689"," 4.284136"," 9.036506"," 2.796019"," 3.167551"," 4.671520"," 4.155933"," 5.100748"," 3.817823"," 2.743131"," 2.913529"," 3.682380"," 2.069686"," 4.349386"," 3.690925"," 3.190294"," 6.241609"," 3.759475"," 2.965354"," 5.209529"," 4.565732"," 4.846988"," 9.127751"," 4.245015"," 3.125343"," 7.243441","14.618096"," 3.076046"," 4.065303"," 4.852562"," 3.882634"," 4.381637"," 8.198322"," 2.759543","11.290138","11.681354"," 9.365119"," 1.734466"," 3.791484","15.851355","10.138063","14.666850"," 2.239395"," 6.523368"," 8.008854"," 3.609485"," 5.181040"," 3.636270"," 4.202550"," 3.921413"," 4.046207"," 6.900493"," 9.559333"," 3.977078"," 3.291740"," 9.576161","14.926320"," 9.281999","14.888706","12.306296","15.346850","14.316213"," 9.592686","15.554665","10.377303","14.689061","15.876033"," 5.606452"," 7.688167"," 3.535684"," 6.880794"," 3.761456"," 7.462971"," 8.175110"," 8.929241"," 5.748052"," 3.812691"," 3.929712"," 9.371159","14.234446"," 4.565283"," 4.073935"," 2.675190"," 8.344338"," 1.867678"," 4.705025"," 3.167551","14.653178","10.774608"," 9.550376"," 4.918231","14.135091"," 3.599025"," 3.774917"," 2.368782"," 3.995250"," 3.248253"," 8.194616"," 2.793193"," 5.492661"," 3.241995"," 3.636270"," 5.825159"," 3.139330"," 3.438504"," 3.951122"," 3.083101"," 3.786272"," 2.842043"," 4.322935"," 4.941524"," 4.293551"," 6.592247"," 9.529147"," 3.217552"," 3.353102","12.568768","10.022977"," 3.347430","13.774730"," 3.659172","15.137849","13.496790"," 4.206955"," 3.421576"," 4.797974","14.340620","14.922277","14.623612"," 4.235371","15.084857"," 2.893032"," 3.588416"," 7.487682"," 3.998869"," 4.281169","14.836318"," 7.373805"," 6.705616"," 9.069242"," 3.881773"," 6.463896"," 6.700792"," 5.382192"," 4.975969"," 2.405703"," 5.827050"," 6.015376"," 5.481610"," 6.059386"," 3.015072"," 5.500584"," 4.227799"," 4.388211"," 9.000926"," 4.700722"," 4.320509"
